Date,Time,DST,disturbance_date,Disturbance_time,B(IMF),Vector_B,Lat_angle_B,Long_angle_B,Bz(GSE),Bz(GSM),RMS_magnitude,RMS_field_vector,RMS_BZ_GSE,Plasma_Temp,Proton_Density,Plasma_speed,Alpha/proton,sigma-T,sigma-n,sigma-V,sigma-ratio,flow_pressure,E_field,Plasma_beta,Kp_index,Ap_index
13/11/2011,18:36:05,-27.5,15/11/2011,16,4.9,3.9,-15.5,5.2,-1,-1,0.7,2.9,2.2,163719,3.2,390,0.03,53019,0.7,12,0.008,0.91,0.39,1.62,17,6
17/11/2011,20:36:05,-20,21/11/2011,17,5.1,4.5,-47.5,91.5,-3.3,-3.8,1.2,2.6,1.5,30120,10.5,291,9.999,11876,1.3,11,9.999,1.78,1.11,2.66,17,6
20/11/2011,23:12:06,-25,23/11/2011,3,10.3,10,-18.5,313.1,-3.2,-2.1,0.1,2.1,1.6,187359,3.4,414,9.999,45895,0.4,12,9.999,1.17,0.87,0.42,27,12
26/11/2011,07:12:06,-25,,,,,,,,,,,,,,,,,,,,,,,,
07/12/2011,09:36:05,-27.5,10/12/2011,8,8.6,7.3,-35.4,304.4,-4.2,-2.8,0.4,4.6,3.6,144151,2.6,408,0.03,49819,0.6,21,0,0.81,1.14,0.4,27,12
21/12/2011,03:12:10,-17.5,22/12/2011,2,5.8,5.4,0.8,272,0.1,-0.5,0.3,1.7,1.5,129734,4,396,0.042,22286,0.2,6,0.008,1.22,0.2,1.28,27,12
02/01/2012,15:12:40,-35,03/01/2012,9,6.8,6.6,-39,140.2,-4.2,-4.5,0.1,1.5,0.8,80773,2.7,376,0.127,6063,0.2,6,0.023,0.96,1.69,0.51,13,5
12/01/2012,08:24:05,-20,17/01/2012,1,4.6,3.3,-3.8,340.7,-0.2,-0.6,0.6,3.2,2.1,117726,4.7,460,0.05,14350,0.3,4,0.006,1.99,0.28,2.27,30,15
16/01/2012,03:12:10,-20,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2012,14:36:05,-71,22/01/2012,21,13.8,13.4,-15.3,301.6,-3.6,-7.5,1.2,3.1,1.9,295401,9.7,425,0.02,23979,1.4,6,0.008,3.16,3.19,0.9,47,39
23/01/2012,04:00:05,-75,25/01/2012,10,8.7,6.8,-10.2,95.3,-1.2,-0.8,1,5.5,4.2,374274,5.4,605,0.042,30025,0.7,7,0.006,3.86,0.48,1.49,43,32
26/01/2012,04:36:05,-37.5,,,,,,,,,,,,,,,,,,,,,,,,
27/01/2012,18:27:52,-30,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2012,14:24:05,-30,04/02/2012,9,6.3,4.9,-48.8,294.6,-3.7,-4.1,0.4,3.7,2.1,152243,6.7,434,0.044,11707,0.3,6,0.005,2.48,1.78,1.97,20,7
09/02/2012,21:17:36,-37.5,14/02/2012,22,7.5,7.4,-67.8,104.2,-6.9,-4.7,0.2,1,0.4,32897,2.8,403,0.027,11507,0.8,3,0.005,0.84,1.89,0.33,40,27
10/02/2012,20:00:05,-67.5,15/02/2012,16,9,8.9,-22.2,285.1,-3.3,-5.6,0,1.3,1.1,13847,8,374,0.063,1223,0.5,1,0.005,2.34,2.09,0.58,30,15
16/02/2012,06:36:05,-62.5,19/02/2012,4,11.3,3.9,-31.4,267.5,-2,-3.1,1.9,10.7,8.1,205088,6.8,402,0.09,70227,1.4,3,0.023,2.5,1.25,0.74,57,67
23/02/2012,08:12:06,-57.5,27/02/2012,19,13.2,13,-3.2,142.2,-0.7,3.1,0.3,2,1.5,26737,3.4,476,0.035,4170,0.5,6,0.006,1.47,-1.48,0.13,53,56
29/02/2012,09:12:08,-55,02/03/2012,1,5.4,4,-45.8,324.3,-2.9,-3.3,0.1,3.5,2.2,106772,3.6,462,0.031,13668,0.4,16,0.004,1.44,1.52,1.21,30,15
04/03/2012,11:00:07,-145,09/03/2012,8,16,15.9,-49.8,156.7,-12.1,-10.6,0.3,1.7,0.8,12203,3.3,712,0.091,2728,0.7,9,0.018,3.81,7.55,0.08,80,207
05/03/2012,04:00:05,-145,,,,,,,,,,,,,,,,,,,,,,,,
07/03/2012,00:24:06,-145,,,,,,,,,,,,,,,,,,,,,,,,
07/03/2012,01:30:24,-145,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2012,18:00:05,-87.5,15/03/2012,20,10.5,10.4,-19.1,107.4,-3.4,1.9,0.8,1.4,0.5,113182,3.3,778,0.028,9592,0.2,11,0.003,3.71,-1.48,0.3,50,48
13/03/2012,17:36:05,-88,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2012,00:24:05,-55,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2012,07:36:05,-32.5,22/03/2012,23,9.8,9.7,-41.2,180.4,-6.4,-5.4,0.1,1.4,0.7,14237,8,407,0.01,5032,0.4,2,0.002,2.3,2.2,0.49,40,27
24/03/2012,00:24:05,-67.5,28/03/2012,4,7.3,5.6,-48.9,278.4,-4.2,-5.3,1,4.6,3.3,242295,11.4,410,0.083,17620,0.7,2,0.008,4.26,2.17,3.3,43,32
26/03/2012,23:12:05,-67.5,28/03/2012,5,6.4,5,6.4,271.3,0.6,-1.3,0.9,3.9,3.1,234146,11.4,412,0.082,15554,0.8,3,0.013,4.29,0.54,4.2,43,32
28/03/2012,01:36:07,-67.5,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2012,21:25:07,-65,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2012,16:48:05,-42.5,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2012,21:15:59,-42.5,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2012,12:36:07,-60,13/04/2012,4,6,5.4,2.3,324,0.2,-1,0.3,2.4,1.6,160732,3.5,556,0.046,19653,0.4,11,0.006,2.14,0.56,1.17,50,48
27/04/2012,16:24:06,-30,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2012,00:00:05,-39,16/05/2012,23,8.4,8.2,-15.4,284.9,-2.2,-5,0.2,1.6,1.3,6825,2.4,368,0.008,3160,1.1,4,0.002,0.56,1.84,0.19,37,22
17/05/2012,01:48:05,-37.5,,,,,,,,,,,,,,,,,,,,,,,,
26/05/2012,20:57:28,-17.5,,,,,,,,,,,,,,,,,,,,,,,,
14/06/2012,14:12:07,-85,17/06/2012,13,11,6.4,41,84.3,4.2,3.6,1,9,7.3,94178,17.7,414,0.09,7523,1.3,4,0.016,6.89,-1.49,1.35,60,80
23/06/2012,07:24:05,-17.5,26/06/2012,5,4.4,2.2,-36.5,183.6,-1.3,-1.3,0.4,3.7,1.8,121350,4.2,457,0.037,11438,0.3,10,0.003,1.68,0.59,2.25,27,12
28/06/2012,06:24:05,-37.5,30/06/2012,20,7.2,6.8,0.7,279,0.1,-0.5,0.2,2.2,1.4,246289,3.9,675,0.044,27565,0.2,17,0.006,3.49,0.34,1.17,37,22
02/07/2012,08:36:04,-37.5,06/07/2012,21,10.5,9.9,7.2,303.2,1.2,0.7,0.2,3.3,3.2,273325,1.7,457,0.029,70180,0.3,5,0.003,0.66,-0.32,0.26,43,32
06/07/2012,23:24:06,-77.5,09/07/2012,12,12,12,-69.2,351.7,-11.2,-10.5,0.1,0.6,0.1,238026,3.4,392,0.104,393525,1.4,4,0.058,1.24,4.12,0.36,67,111
08/07/2012,14:36:05,-77.5,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2012,01:25:27,-140,15/07/2012,16,23.3,23.3,-40.9,36.2,-15.2,-16.9,0.2,1,0.6,19377,2.4,565,0.074,3384,0.3,5,0.009,1.66,9.55,0.03,60,80
12/07/2012,16:48:05,-140,15/07/2012,18,21.9,21.8,-44,44.3,-15.2,-16.2,0.2,1.3,0.6,17226,3.6,545,0.081,4297,0.7,6,0.013,2.36,8.83,0.05,70,132
18/07/2012,06:24:05,-42.5,,,,,,,,,,,,,,,,,,,,,,,,
19/07/2012,05:24:05,-30,20/07/2012,19,4.4,4,-31.1,245.5,-2.1,-1.8,0.5,1.8,0.8,96360,7,415,0.038,12432,0.3,6,0.004,2.32,0.75,3.38,23,9
23/07/2012,02:36:05,-27.5,,,,,,,,,,,,,,,,,,,,,,,,
28/07/2012,21:12:08,-35,30/07/2012,19,8.4,8.4,-23.9,342.6,-3.4,-3,0.3,1.2,0.6,89627,2.2,428,0.027,9936,0.5,7,0.002,0.75,1.28,0.28,33,18
31/07/2012,11:24:06,-30,03/08/2012,2,5.6,5.2,-7.8,308.7,-0.7,0,0.1,1.7,1.2,123037,2.6,456,0.047,16226,0.2,9,0.01,1.07,0,0.87,27,12
04/08/2012,13:36:23,-35,08/08/2012,2,9.6,9.4,12.8,326.4,2.1,3.1,0.1,2.2,1.4,109778,2.1,361,9.999,32612,0.5,11,9.999,0.55,-1.12,0.23,47,39
14/08/2012,01:25:49,-25,17/08/2012,0,4,3.9,-62.8,17.7,-3.5,-3.5,0.2,0.8,0.3,16762,4.5,483,0.025,1836,0.3,3,0.003,1.93,1.69,1.7,37,22
19/08/2012,18:36:05,-30,20/08/2012,2,4.9,4.5,-43.9,161.4,-3.1,-3.3,0.1,1.9,1.3,158107,3.2,582,0.056,17016,0.2,11,0.006,2.22,1.92,1.59,33,18
20/08/2012,21:28:11,-30,,,,,,,,,,,,,,,,,,,,,,,,
21/08/2012,14:12:06,-25,23/08/2012,10,6.9,5.7,-1.5,131,-0.1,-2.3,0.2,3.8,3,62412,4.3,389,0.025,18914,0.4,15,0.003,1.2,0.89,0.72,20,7
21/08/2012,20:24:05,-25,23/08/2012,11,6.6,6,8.8,155.8,0.9,-0.4,0.3,2.6,1.4,67532,3.6,374,0.028,18644,0.6,15,0.003,0.94,0.15,0.67,20,7
25/08/2012,16:36:05,-20,,,,,,,,,,,,,,,,,,,,,,,,
31/08/2012,20:00:05,-70,03/09/2012,10,7.7,7,-14.9,69,-1.8,-4.9,0.5,3.2,3.1,36420,10.1,295,0.041,3708,0.5,3,0.007,1.71,1.45,1.17,30,15
08/09/2012,10:00:06,-35,19/09/2012,22,5.5,5.3,-63.2,64.6,-4.7,-5.1,1.2,2,0.9,187534,12.9,418,0.028,13418,0.9,5,0.003,4.19,2.13,5.6,47,39
19/09/2012,13:25:47,-35,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2012,05:48:06,-22.5,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2012,15:12:10,-22.5,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2012,06:24:05,-15,,,,,,,,,,,,,,,,,,,,,,,,
27/09/2012,10:12:05,-122.5,01/10/2012,4,20.7,20.2,-0.7,74.9,-0.3,-7.8,0.3,4.6,4.3,39431,5.9,394,0.024,10435,0.9,9,0.003,1.68,3.07,0.1,63,94
28/09/2012,00:12:05,-122.5,,,,,,,,,,,,,,,,,,,,,,,,
28/09/2012,10:36:05,-122.5,,,,,,,,,,,,,,,,,,,,,,,,
29/09/2012,00:12:05,-122.5,,,,,,,,,,,,,,,,,,,,,,,,
14/10/2012,00:48:05,-55,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2012,02:36:06,-27.5,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2012,11:00:08,-27.5,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2012,00:48:06,-37.5,21/11/2012,2,5.2,3.9,-11.8,89.4,-0.8,-1.2,0.4,3.3,3,164875,3.4,444,0.043,25013,0.3,10,0.008,1.31,0.53,1.53,30,15
16/11/2012,07:24:14,-37.5,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2012,12:00:07,-40,24/11/2012,9,12,11.8,42.9,124.5,8,4.9,0.5,2.3,0.8,123140,4.6,393,0.027,23201,1,5,0.004,1.31,-1.93,0.33,20,7
21/11/2012,04:24:07,-40,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2012,11:00:05,-40,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2012,13:48:06,-40,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2012,23:24:05,-40,,,,,,,,,,,,,,,,,,,,,,,,
27/11/2012,02:36:05,-10,,,,,,,,,,,,,,,,,,,,,,,,
02/12/2012,16:36:05,-10,,,,,,,,,,,,,,,,,,,,,,,,
02/12/2012,19:00:06,-10,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2013,09:12:08,-55,01/03/2013,10,13.7,6.1,-41.4,123.5,-4,-3.1,2,12.3,4.2,193457,17.5,494,0.047,20044,3.5,18,0.013,8.47,1.53,1.25,50,48
05/03/2013,03:48:05,-20,06/03/2013,2,4.3,3.8,-25.2,301.6,-1.6,-2.8,0.2,1.9,1.7,21266,6.5,333,0.016,3423,0.4,1,0.007,1.28,0.93,2.19,13,5
15/03/2013,07:12:05,-132.5,17/03/2013,20,12.4,12.2,-13.2,328.7,-2.8,-5.6,0.2,2,1.8,191131,3,590,0.046,30670,0.4,8,0.006,2.06,3.3,0.26,67,111
11/04/2013,07:24:06,-17.5,16/04/2013,22,4.1,4,-49.7,141.5,-3.1,-1.8,0.1,0.6,0.4,22042,3.1,348,0.023,4528,0.2,3,0.002,0.68,0.63,1.15,20,7
21/04/2013,07:24:07,-47.5,24/04/2013,19,12.6,12.3,4.7,299.6,1,-3.9,0.9,2.7,1.9,250702,6.4,415,0.091,34942,1,13,0.019,2.51,1.62,0.64,50,48
24/04/2013,00:48:05,-47.5,24/04/2013,20,11.1,11,-10.9,325.8,-2.1,-4.7,0.3,1.5,1.1,243538,8.3,410,0.05,28787,1,7,0.006,2.8,1.93,1.04,50,48
01/05/2013,03:12:08,-72.5,01/05/2013,18,8.3,8,-40.8,312.5,-5.2,-6.5,0.4,2.1,0.9,115960,4.5,425,0.055,22540,0.3,7,0.011,1.66,2.76,0.66,57,67
13/05/2013,02:00:05,-60,18/05/2013,4,11.2,9.2,-15.7,283.7,-2.5,-4.5,1.5,6.4,5.1,110642,14.3,423,0.042,23827,2.5,4,0.007,4.99,1.9,1.13,53,56
13/05/2013,16:07:55,-60,18/05/2013,8,9.8,9.5,-1.8,255,-0.3,-1.1,0.7,2.3,1.6,164529,7.1,426,0.022,35268,0.9,7,0.005,2.34,0.47,0.9,30,15
14/05/2013,01:25:51,-60,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2013,01:48:05,-60,,,,,,,,,,,,,,,,,,,,,,,,
17/05/2013,09:12:10,-60,,,,,,,,,,,,,,,,,,,,,,,,
22/05/2013,13:25:50,-60,25/05/2013,6,3.9,3,-25.7,243.7,-1.3,-1.6,0.9,2.5,1.9,270259,6,518,0.043,16120,0.3,5,0.004,3.15,0.83,6.54,30,15
13/06/2013,04:24:07,-17.5,,,,,,,,,,,,,,,,,,,,,,,,
24/06/2013,04:00:05,-102.5,29/06/2013,6,10.5,10.3,-69.9,80.3,-9.6,-10,0.6,2.1,1,40721,16.9,373,0.031,9155,2.2,3,0.003,4.41,3.73,1.08,57,67
25/06/2013,11:12:05,-102.5,29/06/2013,8,10.8,10.6,-62.6,106.6,-9.4,-10.2,0.6,2,0.8,70702,13.2,391,0.029,12719,1.9,10,0.004,3.76,3.99,0.94,57,67
28/06/2013,02:00:05,-102.5,,,,,,,,,,,,,,,,,,,,,,,,
22/07/2013,06:24:05,-22.5,26/07/2013,21,5.1,3.9,18.1,105.8,1.2,1,0.7,3.4,2,157002,3.1,548,0.044,36344,0.3,13,0.006,1.83,-0.55,1.41,17,6
16/08/2013,11:48:05,-40,,,,,,,,,,,,,,,,,,,,,,,,
17/08/2013,19:12:06,-27.5,,,,,,,,,,,,,,,,,,,,,,,,
19/08/2013,23:12:11,-40,23/08/2013,2,4.6,3.1,-20.8,127.8,-1.1,-1.7,0.5,3.3,2.7,178742,5.8,540,0.043,9469,0.4,6,0.003,3.31,0.92,3.5,43,32
20/08/2013,08:12:05,-40,,,,,,,,,,,,,,,,,,,,,,,,
30/08/2013,02:48:05,-42.5,,,,,,,,,,,,,,,,,,,,,,,,
04/09/2013,13:25:51,-20,06/09/2013,22,4.8,4.5,-50.2,293.5,-3.4,-2.7,0.1,1.5,0.6,42278,2.9,401,0.039,6273,0.2,6,0.006,0.9,1.08,0.89,17,6
24/09/2013,20:36:05,-22.5,24/09/2013,22,4.1,3.5,-7,326.2,-0.4,0.1,0.2,2,1.7,94950,3.3,433,0.053,9883,0.3,5,0.005,1.25,-0.04,1.82,13,5
29/09/2013,22:12:05,-72.5,02/10/2013,7,17.9,16.5,-26,263.7,-7.2,1.1,2.4,6.8,5,305093,18.1,609,0.03,47502,2.6,10,0.003,12.56,-0.67,1.02,57,67
05/10/2013,07:09:51,-70,09/10/2013,1,8.1,4.9,6.1,118.3,0.5,-0.7,0.9,6,2.5,335321,6.7,549,9.999,70582,1.8,34,9.999,4.04,0.38,1.97,50,48
11/10/2013,07:24:10,-50,15/10/2013,3,8.1,7.5,24.3,141.3,3.1,1.5,0.7,2.9,2.2,305763,6.2,518,0.087,36825,0.5,7,0.01,3.75,-0.78,1.71,40,27
25/10/2013,08:12:05,-55,30/10/2013,23,8.8,8.6,-17.8,333.2,-2.6,-2,0.6,2.1,1.8,73719,7.5,335,0.056,8363,1.4,8,0.017,1.72,0.67,0.81,40,27
25/10/2013,15:12:09,-55,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2013,11:24:05,-55,,,,,,,,,,,,,,,,,,,,,,,,
28/10/2013,02:24:05,-55,,,,,,,,,,,,,,,,,,,,,,,,
28/10/2013,15:36:05,-55,,,,,,,,,,,,,,,,,,,,,,,,
29/10/2013,22:00:06,-55,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2013,04:48:05,-50,07/11/2013,12,9.9,6.7,49.1,150.4,5.1,3.6,0.5,7.3,1.7,60492,10.1,351,0.04,11723,4.2,4,0.016,2.41,-1.26,0.81,33,18
04/11/2013,05:12:05,-80,09/11/2013,8,10,7,-38.3,322.2,-4.3,-2.4,1.2,7.1,1.9,232309,6.6,462,0.068,44683,1,9,0.016,2.99,1.11,0.99,50,48
07/11/2013,00:00:06,-80,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2013,10:36:05,-80,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2013,03:24:07,-80,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2013,10:36:05,-27.5,23/11/2013,11,7.4,6.9,-48.1,265,-5.2,-3.1,0.5,2.6,1.4,147229,7,354,9.999,16022,0.7,4,9.999,1.75,1.1,1.47,30,15
21/11/2013,01:36:07,-27.5,,,,,,,,,,,,,,,,,,,,,,,,
07/12/2013,07:36:05,-65,08/12/2013,8,5.4,4.6,6.7,150.7,0.5,-0.1,1.1,2.8,0.9,213615,3,622,9.999,147179,1.1,39,9.999,2.32,0.06,1.46,37,22
13/12/2013,21:24:05,-37.5,14/12/2013,17,8.1,7.4,-46.1,36.1,-5.3,-5.4,1,3.3,1.5,253456,5.7,493,9.999,58688,0.7,17,9.999,2.77,2.66,1.38,33,18
26/12/2013,03:24:05,-15,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2013,17:36:06,-35,01/01/2014,15,12.5,10.7,14.3,133.4,2.6,2.8,0.9,6.4,3.4,248353,7.1,488,0.051,48321,1.7,33,0.01,3.4,-1.37,0.71,30,15
04/01/2014,21:22:38,-30,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2014,08:00:05,-30,,,,,,,,,,,,,,,,,,,,,,,,
07/01/2014,18:24:05,-30,,,,,,,,,,,,,,,,,,,,,,,,
20/01/2014,15:24:05,-25,,,,,,,,,,,,,,,,,,,,,,,,
20/01/2014,22:00:05,-25,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2014,00:36:05,-20,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2014,08:24:05,-20,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2014,16:24:05,-20,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2014,16:00:06,-40,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2014,06:00:05,-25,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2014,23:06:13,-25,,,,,,,,,,,,,,,,,,,,,,,,
14/02/2014,08:48:26,-125,19/02/2014,8,18.4,18.3,-33.1,62.5,-10,-6.8,0.4,1.7,1.1,68583,9.8,454,0.021,8537,1.8,4,0.008,3.66,3.09,0.24,63,94
18/02/2014,01:36:21,-125,,,,,,,,,,,,,,,,,,,,,,,,
19/02/2014,04:48:05,-125,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2014,03:12:09,-90,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2014,08:00:07,-90,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2014,16:00:05,-70,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2014,01:25:50,-95,27/02/2014,23,16.1,15.8,-2.6,319.3,-0.7,-6,0.6,3.1,2.9,135943,9.9,455,0.059,14321,1.2,4,0.011,4.23,2.73,0.42,53,56
04/03/2014,18:48:05,-15,06/03/2014,16,4.1,3.8,-4.6,206.7,-0.3,-0.9,0.1,1.4,0.8,113454,1.8,457,0.029,15881,0.3,10,0.002,0.7,0.41,1.08,17,6
05/03/2014,09:24:05,-12.5,08/03/2014,1,3.1,2.9,-6.1,142,-0.3,0.7,0,1,0.9,45015,1.5,387,0.04,7374,0.1,6,0.004,0.44,-0.27,1.13,7,3
05/03/2014,13:48:05,-12.5,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2014,14:48:05,-47.5,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2014,04:36:06,-22.5,21/03/2014,10,5,4.6,-7.3,269,-0.6,-1.7,0.7,2.1,1.5,31268,17.1,339,0.012,10609,2.6,4,0.006,3.44,0.58,4.54,23,9
23/03/2014,03:36:05,-20,26/03/2014,8,7.5,6.9,19.3,133.5,2.3,3.5,0.5,2.7,1.7,90993,7,423,0.032,17379,1.2,8,0.003,2.36,-1.48,1.14,37,22
29/03/2014,18:12:05,-25,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2014,13:36:20,-17.5,08/04/2014,20,4.9,4.3,52.2,313.1,3.4,2,0.7,2.3,1.2,189558,2,423,0.03,36129,0.4,15,0.004,0.67,-0.85,1.1,7,3
08/04/2014,23:12:12,-87.5,12/04/2014,9,9.2,8.9,-40.6,245.9,-5.8,-7,0.3,2.4,0.8,24879,12.5,341,0.05,2169,1,3,0.008,2.91,2.39,0.94,27,12
18/04/2014,13:25:51,-22.5,21/04/2014,3,6.8,6.3,-18.7,79.8,-2,0.5,0.5,2.6,1.6,178206,5.2,611,0.045,8780,0.5,8,0.004,3.83,-0.31,1.43,40,27
07/05/2014,16:24:05,-50,08/05/2014,8,10,9.1,-58,288.5,-7.7,-8.3,1.3,4.2,3.3,36993,10.6,338,0.017,7417,3.9,8,0.004,2.16,2.81,0.73,33,18
08/05/2014,03:24:05,-50,,,,,,,,,,,,,,,,,,,,,,,,
09/05/2014,02:48:05,-37.5,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2014,04:36:05,-35,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2014,12:48:05,-47.5,,,,,,,,,,,,,,,,,,,,,,,,
06/06/2014,13:48:05,-47.5,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2014,13:30:23,-15,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2014,09:12:09,-32.5,18/06/2014,22,9.1,7.4,-51.3,283.5,-5.7,-6.5,0.5,5.2,3.1,143883,8.6,444,0.036,19205,1,16,0.007,3.24,2.89,1.18,47,39
08/07/2014,16:36:05,-32.5,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2014,18:36:05,-37.5,,,,,,,,,,,,,,,,,,,,,,,,
12/08/2014,05:36:05,-20,,,,,,,,,,,,,,,,,,,,,,,,
15/08/2014,17:48:07,-15,,,,,,,,,,,,,,,,,,,,,,,,
22/08/2014,11:12:05,-65,,,,,,,,,,,,,,,,,,,,,,,,
24/08/2014,12:36:05,-75,27/08/2014,18,11.4,10.7,-44.5,101.6,-7.5,-9.3,1.3,4.2,0.9,105920,17.9,316,0.013,24508,6.5,5,0.007,3.14,2.94,1.34,40,27
25/08/2014,15:36:05,-75,,,,,,,,,,,,,,,,,,,,,,,,
28/08/2014,17:24:05,-75,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2014,11:12:05,-27.5,04/09/2014,6,4.3,3.5,8.5,140.7,0.5,-0.5,0.1,2.5,1.1,70628,4,402,0.061,8424,0.3,8,0.008,1.34,0.2,1.79,13,5
01/09/2014,22:24:05,-27.5,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2014,00:06:26,-75,12/09/2014,23,31.7,31.5,28.3,295,14.9,20.4,0.5,3.5,2.3,95253,4.8,725,0.131,21164,1.4,12,0.021,6.42,-14.79,0.04,63,94
10/09/2014,18:00:05,-75,,,,,,,,,,,,,,,,,,,,,,,,
22/09/2014,08:48:06,-37.5,24/09/2014,2,7,5.4,-57.3,157.9,-4.5,-4.6,0.4,4.4,1.4,62320,6.5,401,0.053,8864,0.7,12,0.01,2.12,1.84,1.05,37,22
23/09/2014,07:24:05,-37.5,26/09/2014,15,5.7,5.4,0.8,121.9,0.1,-1.9,0.8,1.9,1,98729,6.3,452,9.999,27447,0.6,9,9.999,2.57,0.86,1.83,33,18
24/09/2014,21:30:06,-37.5,,,,,,,,,,,,,,,,,,,,,,,,
26/09/2014,04:28:16,-35,27/09/2014,5,5.7,5.1,-23.6,128.6,-2,-3.4,0.1,2.2,1,71388,6.6,424,9.999,17217,0.7,7,9.999,2.37,1.44,1.69,40,27
14/10/2014,18:48:06,-50,20/10/2014,13,8.3,7.7,-16.6,162.6,-2.2,-3,0.3,3.1,2.7,157683,5.3,514,9.999,19026,0.4,8,9.999,2.8,1.54,0.92,33,18
13/12/2014,14:24:05,-22.5,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2014,05:00:05,-62.5,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2014,01:04:42,-62.5,22/12/2014,5,13.7,13.2,3.1,118,0.7,0.3,0.3,3.4,3.1,36245,21.5,386,0.047,10150,2.2,6,0.013,6.36,-0.12,0.78,53,56
21/12/2014,12:12:05,-62.5,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2015,23:24:05,-20,10/02/2015,9,5.9,5.7,11,136.5,1.1,1.8,0,1.6,1.4,35790,3.1,374,0.038,5239,0.2,7,0.003,0.83,-0.64,0.61,3,2
21/02/2015,09:24:07,-55,24/02/2015,7,9.7,8.5,1.1,139.8,0.2,1.8,0.5,4.5,3.9,197257,9.4,473,0.034,20545,0.7,11,0.005,3.99,-0.8,1.35,40,27
28/02/2015,04:24:05,-55,01/03/2015,8,7.9,6.7,30.3,333.8,3.4,2.5,1.5,4.2,1.6,177661,7.8,540,0.057,26569,1.2,12,0.012,4.66,-1.46,1.59,53,56
28/02/2015,21:36:05,-55,,,,,,,,,,,,,,,,,,,,,,,,
07/03/2015,22:12:05,-17.5,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2015,00:00:05,-15,13/03/2015,18,7.7,7.1,9.8,145.2,1.2,2.7,0.1,2.6,1.8,88130,6.4,393,0.063,19767,0.8,9,0.014,2.07,-1.14,0.97,10,4
10/03/2015,03:36:05,-15,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2015,01:48:05,-222.6506024,17/03/2015,22,20.1,18.8,-43,230.3,-12.8,-16.5,0.2,6.9,3.4,53501,8.2,558,0.042,16747,1.5,9,0.015,4.98,9.21,0.15,77,179
24/03/2015,08:24:05,-35,25/03/2015,2,5.1,4.3,23.1,142.5,1.7,2.7,0.5,2.7,2,128665,4,549,0.054,15189,0.2,9,0.006,2.45,-1.48,1.64,20,7
14/04/2015,02:36:05,-80,16/04/2015,7,6.9,6.7,-22.2,355.2,-2.5,-2.6,0.2,1.2,0.6,183075,3.2,575,0.054,18598,0.2,6,0.006,2.15,1.44,0.87,47,39
